index,Style,Category,Size,Qty
77155,JNE3764,kurta,L,0
77156,J0402,Western Dress,XL,1
77157,J0230,Set,XXL,1
77158,SET400,Set,S,1
77159,SET278,Set,L,1
77160,SET324,Set,M,1
77161,JNE3334,kurta,L,1
77162,JNE3405,kurta,S,1
77163,JNE3607,kurta,L,0
77164,SET313,Set,XS,1
77165,JNE3468,kurta,L,1
77166,JNE3546,kurta,XL,1
77167,SET386,Set,XXL,1
77168,SET324,Set,XXL,1
77169,JNE3568,kurta,XXL,1
77170,SET348,Set,S,1
77171,SET325,Set,XL,1
77172,SET339,Set,L,1
77173,SET330,Set,L,1
77174,SET182,Set,3XL,1
77175,JNE3797,Western Dress,L,1
77176,JNE3373,kurta,S,1
77177,JNE3865,Top,3XL,1
77178,J0370,Set,XS,1
77179,SET269,Set,XL,1
77180,JNE3373,kurta,L,1
77181,JNE3365,kurta,XS,1
77182,JNE3405,kurta,M,1
77183,SET356,Set,XL,1
77184,JNE3465,kurta,3XL,1
77185,J0008,Set,L,1
77186,SET410,Set,3XL,1
77187,SET264,Set,3XL,1
77188,SET335,Set,3XL,1
77189,JNE3894,Top,XXL,1
77190,J0126,Set,M,1
77191,J0377,Set,L,1
77192,J0230,Set,L,1
77193,SET194,Set,M,1
77194,J0285,Set,M,1
77195,MEN5014,kurta,XXL,1
77196,JNE3567,kurta,M,1
77197,JNE3784,kurta,XL,1
77198,MEN5014,kurta,XXL,1
77199,JNE3718,kurta,XL,1
77200,SET345,Set,XL,1
77201,JNE3457,kurta,M,1
77202,JNE3695,kurta,M,1
77203,SET233,Set,3XL,1
77204,JNE2100,kurta,XXL,1
77205,SET244,Set,3XL,1
77206,JNE3546,kurta,3XL,1
77207,JNE3623,kurta,3XL,1
77208,JNE3373,kurta,L,1
77209,SET341,Set,XS,1
77210,SET401,Set,XS,1
77211,SET394,Set,XS,1
77212,J0092,Set,XXL,1
77213,JNE3364,kurta,XXL,0
77214,JNE2291,kurta,XXL,0
77215,JNE3892,Top,M,1
77216,MEN5011,kurta,L,1
77217,JNE3838,kurta,S,1
77218,J0006,Ethnic Dress,XL,1
77219,JNE3484,kurta,S,1
77220,J0117,Top,3XL,1
77221,JNE3373,kurta,XL,1
77222,JNE3581,kurta,M,1
77223,SET288,Set,M,1
77224,SET388,Set,XXL,0
77225,JNE3368,kurta,XL,1
77226,JNE3797,Western Dress,S,1
77227,SET377,Set,XS,0
77228,JNE2305,kurta,M,1
77229,JNE3405,kurta,M,1
77230,J0096,kurta,M,1
77231,SET247,Set,S,1
77232,SET322,Set,M,1
77233,SET380,Set,M,0
77234,JNE3619,kurta,L,1
77235,JNE3721,kurta,L,1
77236,MEN5011,kurta,S,1
77237,J0124,Top,M,1
77238,MEN5014,kurta,XXL,1
77239,JNE1408,kurta,L,1
77240,SET285,Set,XXL,1
77241,JNE3475,kurta,XL,1
77242,NW012,Set,L,1
77243,J0231,Set,XXL,1
77244,JNE3738,kurta,3XL,1
77245,SET188,Set,XL,0
77246,SET145,Set,S,1
77247,J0012,Set,XXL,1
77248,J0118,Top,XXL,1
77249,JNE3560,kurta,XXL,1
77250,SET385,Set,M,1
77251,SET341,Set,S,1
77252,SET268,Set,XXL,1
77253,SET268,Set,XXL,0
77254,JNE3366,kurta,XL,1
77255,SET183,Set,L,1
77256,JNE3607,kurta,3XL,1
77257,JNE3659,Top,XL,1
77258,JNE3771,kurta,L,1
77259,JNE3791,Ethnic Dress,L,1
77260,JNE3738,kurta,L,1
77261,JNE3395,kurta,L,1
77262,SET044,Set,L,1
77263,JNE3368,kurta,L,1
77264,SET331,Set,3XL,1
77265,SET340,Set,3XL,1
77266,MEN5004,kurta,M,0
77267,MEN5028,kurta,M,1
77268,JNE2014,kurta,XXL,1
77269,JNE3627,kurta,L,1
77270,SET331,Set,3XL,0
77271,SET324,Set,3XL,0
77272,MEN5011,kurta,XL,1
77273,MEN5006,kurta,L,1
77274,MEN5013,kurta,L,1
77275,SET363,Set,M,1
77276,J0167,kurta,L,1
77277,J0369,Set,S,1
77278,JNE3405,kurta,S,1
77279,JNE1408,kurta,L,1
77280,SET317,Set,M,1
77281,JNE3399,kurta,M,0
77282,J0003,Set,XS,1
77283,SET405,Set,S,1
77284,JNE3798,Western Dress,XS,1
77285,JNE3784,kurta,L,1
77286,SET197,Set,3XL,1
77287,SET268,Set,S,1
77288,J0004,Set,S,1
77289,SET299,Set,S,1
77290,BL021,Blouse,Free,1
77291,SET203,Set,XXL,1
77292,SET436,Set,M,1
77293,J0230,Set,3XL,0
77294,JNE3484,kurta,M,1
77295,JNE3291,kurta,XL,1
77296,J0399,Western Dress,S,1
77297,SET329,Set,XS,1
77298,J0277,Set,L,0
77299,SET110,Set,M,1
77300,J0343,Western Dress,3XL,1
77301,J0341,Western Dress,3XL,1
77302,J0213,Top,M,1
77303,J0297,Top,L,1
77304,SET184,Set,S,1
77305,SET264,Set,3XL,1
77306,JNE3651,Top,M,1
77307,JNE3030,kurta,L,1
77308,J0112,Top,XL,1
77309,JNE3659,Top,XL,0
77310,MEN5013,kurta,3XL,1
77311,SET145,Set,S,1
77312,SET183,Set,S,1
77313,JNE2086,kurta,S,1
77314,MEN5027,kurta,3XL,1
77315,JNE3739,kurta,3XL,0
77316,JNE3905,Western Dress,L,1
77317,SET433,Set,L,1
77318,JNE3368,kurta,XL,1
77319,JNE3797,Western Dress,XL,1
77320,SET278,Set,XL,1
77321,JNE3373,kurta,M,0
77322,JNE3797,Western Dress,L,1
77323,SET389,Set,XL,0
77324,JNE3634,kurta,XL,1
77325,SET085,Set,XS,1
77326,JNE3619,kurta,XS,1
77327,JNE3334,kurta,S,1
77328,J0244,Set,L,1
77329,NW015,Set,M,1
77330,SET345,Set,L,1
77331,SET265,Set,L,1
77332,J0332,Western Dress,XXL,1
77333,SET277,Set,3XL,1
77334,JNE3619,kurta,XS,1
77335,SET304,Set,XL,1
77336,J0073,kurta,XXL,1
77337,SET397,Set,M,1
77338,J0230,Set,M,1
77339,PJNE2014,kurta,6XL,1
77340,J0012,Set,M,1
77341,JNE2100,kurta,M,1
77342,MEN5032,kurta,XXL,1
77343,JNE3160,kurta,XL,0
77344,SET402,Set,XL,1
77345,SET401,Set,XL,1
77346,JNE3366,kurta,XXL,1
77347,JNE3484,kurta,XL,1
77348,JNE3636,kurta,S,1
77349,SET184,Set,S,1
77350,SET355,Set,XL,1
77351,JNE3396,kurta,3XL,1
77352,SET287,Set,XXL,1
77353,JNE3797,Western Dress,3XL,1
77354,SET433,Set,XL,1
77355,JNE3720,kurta,XL,1
77356,JNE3484,kurta,XL,0
77357,JNE3613,kurta,XL,1
77358,SET328,Set,L,1
77359,JNE3739,kurta,L,1
77360,JNE3252,kurta,L,1
77361,J0108,Set,3XL,1
77362,JNE3905,Western Dress,L,1
77363,JNE3780,kurta,L,1
77364,JNE3738,kurta,L,1
77365,JNE3722,kurta,L,1
77366,SET304,Set,XL,0
77367,JNE3560,kurta,XL,1
77368,JNE3688,Top,XS,1
77369,J0349,Set,L,1
77370,J0012,Set,M,0
77371,SET363,Set,XXL,1
77372,SET183,Set,M,1
77373,SET264,Set,3XL,1
77374,JNE3544,kurta,S,1
77375,JNE3710,Western Dress,S,0
77376,SET239,Set,XS,1
77377,JNE3487,kurta,XXL,1
77378,SET278,Set,XL,0
77379,JNE3567,kurta,XL,1
77380,JNE3423,kurta,L,1
77381,JNE3836,kurta,XS,1
77382,J0285,Set,XL,0
77383,J0008,Set,XS,0
77384,NW013,Set,3XL,1
77385,SET324,Set,S,1
77386,J0399,Western Dress,3XL,1
77387,JNE3567,kurta,L,1
77388,J0198,Top,L,0
77389,JNE3881,Western Dress,L,1
77390,J0416,Western Dress,XXL,1
77391,SET341,Set,L,1
77392,SET233,Set,3XL,1
77393,J0328,kurta,XS,1
77394,JNE3641,Top,XS,1
77395,JNE3797,Western Dress,XL,0
77396,J0117,Top,3XL,1
77397,BTM042,Bottom,S,1
77398,JNE3784,kurta,L,1
77399,J0401,Western Dress,3XL,1
77400,J0254,Set,L,1
77401,JNE3366,kurta,L,1
77402,JNE3368,kurta,3XL,1
77403,JNE3714,kurta,3XL,1
77404,JNE3506,kurta,3XL,1
77405,JNE3817,kurta,S,1
77406,JNE3468,kurta,3XL,1
77407,SET388,Set,XS,1
77408,J0236,Set,XS,1
77409,JNE3373,kurta,XL,1
77410,MEN5022,kurta,L,1
77411,J0112,Top,XL,1
77412,NW009,Set,XL,1
77413,JNE3405,kurta,M,1
77414,JNE3602,kurta,3XL,1
77415,JNE3797,Western Dress,XL,1
77416,JNE3878,kurta,XL,1
77417,JNE3384,kurta,XXL,1
77418,JNE3816,kurta,XXL,0
77419,J0281,Set,XS,1
77420,J0231,Set,3XL,1
77421,JNE3468,kurta,3XL,0
77422,JNE3797,Western Dress,M,1
77423,J0118,Top,XL,0
77424,SET303,Set,M,1
77425,SET348,Set,L,1
77426,JNE3784,kurta,XL,0
77427,J0230,Set,L,1
77428,SET278,Set,M,1
77429,J0008,Set,XS,1
77430,JNE3716,kurta,M,1
77431,J0238,Set,XS,1
77432,JNE3781,kurta,XXL,3
77433,JNE3781,kurta,3XL,2
77434,SET110,Set,XXL,1
77435,PJNE2199,kurta,6XL,0
77436,JNE3510,kurta,M,1
77437,JNE3860,Western Dress,S,1
77438,SET218,Set,XL,1
77439,JNE3905,Western Dress,L,1
77440,JNE3468,kurta,M,1
77441,JNE3797,Western Dress,XL,1
77442,JNE3468,kurta,3XL,0
77443,JNE3779,kurta,M,1
77444,J0225,Set,3XL,1
77445,SET332,Set,3XL,1
77446,SET288,Set,M,1
77447,SET401,Set,M,1
77448,JNE3771,kurta,XL,1
77449,JNE3373,kurta,XL,1
77450,JNE3648,Top,M,1
77451,J0009,Set,3XL,0
77452,J0013,Set,3XL,0
77453,JNE3291,kurta,XXL,1
77454,J0353,kurta,S,1
77455,JNE3412,kurta,3XL,1
77456,JNE3612,kurta,L,1
77457,JNE3784,kurta,S,1
77458,MEN5026,kurta,XL,1
77459,JNE3878,kurta,3XL,1
77460,SET331,Set,S,1
77461,JNE3405,kurta,M,1
77462,JNE3291,kurta,L,1
77463,J0234,Set,L,1
77464,SET278,Set,XL,1
77465,JNE3721,kurta,M,1
77466,SET268,Set,S,1
77467,SET355,Set,XS,1
77468,J0344,Top,XS,1
77469,JNE3458,kurta,3XL,1
77470,J0217,Blouse,XXL,1
77471,J0230,Set,M,1
77472,J0335,Western Dress,XL,1
77473,JNE3368,kurta,S,1
77474,SET363,Set,XXL,1
77475,SET356,Set,XXL,1
77476,JNE3738,kurta,L,1
77477,JNE3721,kurta,L,1
77478,J0342,Top,M,1
77479,JNE3368,kurta,L,1
77480,JNE3368,kurta,XXL,1
77481,JNE3458,kurta,3XL,0
77482,JNE3782,kurta,3XL,1
77483,JNE3273,kurta,3XL,1
77484,JNE3800,Western Dress,3XL,1
77485,JNE3483,kurta,3XL,1
77486,NW009,Set,XL,1
77487,J0230,Set,S,1
77488,J0201,Top,L,1
77489,JNE3784,kurta,S,1
77490,J0092,Set,3XL,1
77491,SET288,Set,M,0
77492,J0331,kurta,L,1
77493,SET273,Set,S,1
77494,JNE3568,kurta,XL,1
77495,JNE3613,kurta,L,1
77496,J0008,Set,XXL,1
77497,MEN5027,kurta,M,0
77498,NW033,Set,3XL,1
77499,NW029,Set,3XL,1
77500,NW014,Set,3XL,1
77501,J0344,Top,M,1
77502,JNE3691,Top,M,1
77503,SET278,Set,M,1
77504,JNE3800,Western Dress,L,1
77505,SET383,Set,3XL,1
77506,JNE3373,kurta,XXL,1
77507,J0351,Set,XL,1
77508,JNE3405,kurta,M,1
77509,SET282,Set,S,1
77510,J0334,Top,S,1
77511,JNE3620,kurta,S,1
77512,PJNE3607,kurta,6XL,1
77513,JNE3690,Top,XL,1
77514,JNE3463,kurta,L,1
77515,J0401,Western Dress,XXL,1
77516,SET333,Set,XL,1
77517,SET184,Set,S,1
77518,JNE3790,kurta,3XL,1
77519,JNE3805,kurta,XL,1
77520,J0402,Western Dress,XS,1
77521,SET278,Set,3XL,1
77522,J0113,Top,XXL,1
77523,MEN5004,kurta,XXL,1
77524,SET324,Set,S,1
77525,JNE3654,Top,M,0
77526,JNE3805,kurta,M,1
77527,SET356,Set,M,1
77528,MEN5005,kurta,3XL,1
77529,J0159,Western Dress,3XL,1
77530,JNE3797,Western Dress,XS,0
77531,JNE3797,Western Dress,S,1
77532,J0041,Set,L,1
77533,J0281,Set,XS,1
77534,J0008,Set,S,0
77535,J0153,Western Dress,XS,1
77536,JNE3662,Top,S,1
77537,JNE3648,Top,S,1
77538,JNE3794,kurta,S,1
77539,J0380,Set,S,1
77540,JNE3800,Western Dress,S,0
77541,JNE3560,kurta,L,1
77542,SET110,Set,XS,1
77543,J0245,Set,L,1
77544,JNE3797,Western Dress,XL,1
77545,JNE3368,kurta,L,1
77546,J0230,Set,XS,1
77547,JNE3465,kurta,M,1
77548,JNE2270,kurta,XXL,1
77549,J0341,Western Dress,XXL,1
77550,JNE3639,Top,M,1
77551,SET433,Set,XL,1
77552,SET433,Set,M,1
77553,JNE3722,kurta,XXL,1
77554,NW034,Set,XS,1
77555,SET246,Set,XXL,0
77556,J0341,Western Dress,XXL,1
77557,JNE3662,Top,S,0
77558,J0153,Western Dress,XS,0
77559,JNE3648,Top,S,0
77560,JNE3722,kurta,XXL,1
77561,SET389,Set,XL,1
77562,SET363,Set,XXL,1
77563,SET277,Set,M,1
77564,JNE3905,Western Dress,3XL,1
77565,JNE3371,kurta,3XL,1
77566,J0009,Set,XL,1
77567,JNE3905,Western Dress,M,1
77568,J0416,Western Dress,S,1
77569,PJNE2199,kurta,5XL,1
77570,NW013,Set,XXL,1
77571,JNE3405,kurta,M,1
77572,J0355,kurta,M,1
77573,PJNE3399,kurta,4XL,1
77574,SET397,Set,M,1
77575,JNE2305,kurta,S,1
77576,J0095,Set,XL,0
77577,JNE3838,kurta,XXL,1
77578,JNE3722,kurta,XL,1
77579,SET363,Set,XXL,0
77580,JNE3680,Top,XXL,1
77581,J0118,Top,XL,1
77582,SAR048,Saree,Free,1
77583,JNE3797,Western Dress,XS,1
77584,SET357,Set,S,1
77585,J0118,Top,XL,1
77586,MEN5011,kurta,L,1
77587,JNE3405,kurta,S,1
77588,JNE3405,kurta,M,1
77589,SET388,Set,XXL,1
77590,SET279,Set,S,1
77591,JNE3334,kurta,XL,1
77592,JNE3405,kurta,M,1
77593,JNE3797,Western Dress,L,1
77594,J0344,Top,M,1
77595,SET278,Set,M,1
77596,J0095,Set,M,1
77597,JNE3484,kurta,L,1
77598,JNE3376,kurta,L,1
77599,SET325,Set,XS,1
77600,JNE3722,kurta,XL,0
77601,JNE3838,kurta,XXL,0
77602,J0337,Top,XXL,1
77603,JNE3619,kurta,XL,1
77604,MEN5008,kurta,L,1
77605,J0292,Top,XS,1
77606,JNE2305,kurta,S,1
77607,J0339,Western Dress,XXL,1
77608,SET230,Set,XS,0
77609,JNE3614,kurta,M,1
77610,J0117,Top,XL,1
77611,SET210,Set,XL,1
77612,JNE3634,kurta,XXL,1
77613,J0008,Set,XL,1
77614,J0292,Top,XS,1
77615,JNE2205,kurta,3XL,1
77616,JNE3797,Western Dress,S,1
77617,JNE3546,kurta,XXL,1
77618,JNE3648,Top,M,0
77619,JNE3405,kurta,M,1
77620,NW034,Set,XL,1
77621,JNE3863,Top,M,1
77622,J0020,Set,3XL,1
77623,SET350,Set,XL,1
77624,SET397,Set,XS,1
77625,JNE3887,kurta,3XL,1
77626,SET433,Set,XL,1
77627,JNE3787,kurta,S,1
77628,JNE3546,kurta,XS,1
77629,JNE3567,kurta,S,1
77630,JNE3546,kurta,S,1
77631,SAR048,Saree,Free,0
77632,JNE3465,kurta,XL,1
77633,JNE3791,Ethnic Dress,XL,1
77634,J0238,Set,L,1
77635,J0349,Set,L,1
77636,SET087,Set,XS,1
77637,SET350,Set,XXL,0
77638,SET363,Set,3XL,1
77639,J0280,Set,S,1
77640,J0008,Set,XL,1
77641,JNE3785,kurta,S,1
77642,PJNE3399,kurta,6XL,1
77643,J0339,Western Dress,S,1
77644,JNE3373,kurta,3XL,0
77645,J0164,Ethnic Dress,3XL,1
77646,JNE3803,kurta,S,1
77647,JNE3797,Western Dress,XXL,1
77648,J0005,Western Dress,L,1
77649,MEN5004,kurta,M,1
77650,J0119,Top,3XL,1
77651,J0339,Western Dress,3XL,1
77652,J0308,Western Dress,XS,1
77653,SET331,Set,L,1
77654,J0334,Top,XS,1
77655,SET408,Set,XL,1
77656,JNE3651,Top,M,1
77657,JNE3405,kurta,M,1
77658,J0283,Set,XL,1
77659,MEN5024,kurta,3XL,1
77660,JNE3473,kurta,L,1
77661,JNE3518,kurta,S,1
77662,J0331,kurta,S,1
77663,JNE3822,kurta,L,1
77664,J0283,Set,XL,1
77665,JNE3797,Western Dress,XL,1
77666,JNE3284,kurta,M,1
77667,J0335,Western Dress,L,1
77668,J0119,Top,XXL,0
77669,JNE3797,Western Dress,XXL,1
77670,J0164,Ethnic Dress,XS,1
77671,JNE3405,kurta,M,0
77672,J0308,Western Dress,3XL,1
77673,SET116,Set,3XL,1
77674,JNE3368,kurta,L,1
77675,JNE3797,Western Dress,L,1
77676,J0117,Top,XS,1
77677,SET356,Set,XXL,1
77678,SET278,Set,XL,1
77679,SET304,Set,3XL,1
77680,JNE3384,kurta,L,1
77681,JNE3665,Top,M,1
77682,NW034,Set,3XL,1
77683,JNE3567,kurta,S,1
77684,J0341,Western Dress,XL,0
77685,SET330,Set,L,1
77686,J0230,Set,M,1
77687,JNE3637,kurta,XXL,1
77688,JNE3822,kurta,L,1
77689,J0041,Set,S,0
77690,SET279,Set,S,1
77691,J0184,kurta,XL,1
77692,JNE3739,kurta,L,1
77693,JNE3545,kurta,S,1
77694,PJNE3399,kurta,6XL,1
77695,JNE3368,kurta,L,1
77696,JNE3838,kurta,3XL,1
77697,JNE3405,kurta,S,1
77698,JNE3654,Top,M,1
77699,J0349,Set,S,1
77700,SET397,Set,M,1
77701,SET116,Set,L,1
77702,SET333,Set,3XL,1
77703,SET388,Set,L,0
77704,JNE3862,Top,3XL,1
77705,JNE3713,Top,XL,1
77706,JNE3366,kurta,3XL,1
77707,JNE3463,kurta,XXL,1
77708,J0377,Set,L,1
77709,J0013,Set,3XL,1
77710,SET278,Set,M,1
77711,JNE3461,kurta,L,1
77712,JNE3718,kurta,L,1
77713,JNE3795,kurta,L,1
77714,JNE3425,kurta,L,1
77715,J0103,Set,XS,1
77716,J0248,Set,L,1
77717,SET233,Set,L,1
77718,SET268,Set,L,1
77719,J0341,Western Dress,XXL,1
77720,JNE3797,Western Dress,M,1
77721,JNE3735,kurta,3XL,1
77722,J0397,Western Dress,3XL,1
77723,NW020,Set,XXL,1
77724,JNE3672,Top,S,1
77725,SET233,Set,XL,1
77726,SET400,Set,L,1
77727,JNE3865,Top,S,1
77728,SET400,Set,3XL,1
77729,JNE3861,Western Dress,XL,1
77730,JNE3734,kurta,L,1
77731,SET395,Set,L,1
77732,JNE2014,kurta,XL,1
77733,JNE3761,kurta,XS,1
77734,SET110,Set,S,1
77735,JNE3865,Top,XXL,1
77736,SET192,Set,3XL,0
77737,J0008,Set,3XL,1
77738,J0230,Set,L,1
77739,J0372,Set,XS,0
77740,SET145,Set,M,1
77741,SET331,Set,M,1
77742,SET397,Set,S,1
77743,MEN5011,kurta,M,0
77744,MEN5001,kurta,M,1
77745,SET394,Set,XL,1
77746,SET386,Set,XL,1
77747,JNE3838,kurta,3XL,1
77748,JNE2014,kurta,XL,1
77749,J0230,Set,3XL,1
77750,NW012,Set,L,1
77751,J0335,Western Dress,L,1
77752,JNE3759,kurta,XL,1
77753,JNE3797,Western Dress,M,1
77754,MEN5002,kurta,M,1
77755,JNE3797,Western Dress,XL,0
77756,J0339,Western Dress,M,1
77757,JNE3892,Top,3XL,1
77758,SET073,Set,XXL,1
77759,SET324,Set,XXL,1
77760,J0002,Set,XL,1
77761,SET348,Set,L,1
77762,JNE3797,Western Dress,M,1
77763,J0277,Set,L,1
77764,NW031,Set,S,1
77765,JNE3721,kurta,S,1
77766,MEN5023,kurta,XL,1
77767,JNE3405,kurta,S,1
77768,J0097,kurta,XS,1
77769,JNE3373,kurta,L,1
77770,JNE3399,kurta,L,1
77771,J0381,Set,M,1
77772,MEN5006,kurta,XL,1
77773,SET345,Set,XXL,1
77774,J0336,Top,XL,1
77775,SET282,Set,XS,1
77776,J0376,Set,S,1
77777,JNE3614,kurta,3XL,1
77778,JNE3647,Top,XS,1
77779,J0301,Top,XS,1
77780,SET331,Set,M,1
77781,JNE3373,kurta,XS,1
77782,SET374,Set,M,1
77783,J0184,kurta,S,1
77784,SET287,Set,XS,1
77785,SET324,Set,XXL,1
77786,JNE3721,kurta,L,1
77787,J0353,kurta,XL,1
77788,SET345,Set,XXL,0
77789,SET278,Set,M,1
77790,SET265,Set,L,1
77791,JNE3261,kurta,M,1
77792,J0341,Western Dress,M,1
77793,J0306,Western Dress,M,1
77794,J0126,Set,3XL,1
77795,J0301,Top,XS,0
77796,JNE3800,Western Dress,XL,0
77797,SET398,Set,M,1
77798,JNE3405,kurta,M,1
77799,J0344,Top,S,1
77800,JNE3638,kurta,M,1
77801,SET293,Set,XS,1
77802,SET372,Set,S,1
77803,J0135,Set,L,1
77804,JNE3484,kurta,XXL,1
77805,SET268,Set,XS,1
77806,JNE3606,kurta,L,1
77807,J0189,Top,M,1
77808,MEN5023,kurta,M,1
77809,J0092,Set,L,1
77810,SET278,Set,M,1
77811,SET365,Set,XXL,1
77812,JNE2014,kurta,XXL,1
77813,SET324,Set,XXL,1
77814,J0344,Top,S,1
77815,SET345,Set,XXL,0
77816,MEN5022,kurta,S,1
77817,J0285,Set,L,0
77818,PJNE2100,kurta,6XL,0
77819,PJNE3252,kurta,6XL,0
77820,JNE3549,kurta,3XL,1
77821,JNE3703,kurta,XXL,1
77822,JNE3654,Top,XXL,1
77823,JNE3684,Top,XS,0
77824,JNE3679,Top,L,0
77825,J0329,kurta,3XL,1
77826,JNE3865,Top,XL,1
77827,SET269,Set,M,1
77828,SET267,Set,XXL,1
77829,JNE3291,kurta,3XL,1
77830,J0399,Western Dress,M,1
77831,JNE3880,Western Dress,M,1
77832,J0102,Set,M,1
77833,JNE3405,kurta,S,1
77834,J0217,Blouse,M,1
77835,J0195,Top,XS,0
77836,SET278,Set,M,1
77837,JNE3405,kurta,M,1
77838,SET268,Set,3XL,1
77839,SET344,Set,S,1
77840,JNE3405,kurta,M,1
77841,SET363,Set,M,1
77842,SET345,Set,XL,1
77843,JNE3405,kurta,S,1
77844,SET397,Set,XS,0
77845,J0354,kurta,XXL,0
77846,J0041,Set,XL,1
77847,SET401,Set,3XL,1
77848,JNE3160,kurta,L,1
77849,JNE3781,kurta,XL,1
77850,SET356,Set,3XL,1
77851,JNE3880,Western Dress,M,1
77852,SET268,Set,L,1
77853,JNE3703,kurta,XXL,1
77854,JNE3791,Ethnic Dress,M,1
77855,JNE3405,kurta,M,1
77856,J0285,Set,XL,1
77857,J0379,Set,3XL,1
77858,J0391,Top,L,1
77859,J0391,Top,M,1
77860,JNE2305,kurta,M,1
77861,J0113,Top,S,1
77862,SET331,Set,3XL,1
77863,JNE3412,kurta,XS,1
77864,JNE3399,kurta,S,1
77865,JNE3739,kurta,XL,1
77866,JNE3818,kurta,XXL,1
77867,JNE3893,Top,XS,1
77868,MEN5004,kurta,XXL,1
77869,MEN5005,kurta,XXL,1
77870,SET349,Set,XS,1
77871,JNE2305,kurta,M,1
77872,JNE3562,kurta,S,1
77873,SET356,Set,S,1
77874,J0277,Set,S,1
77875,J0295,Western Dress,M,1
77876,SET397,Set,XXL,1
77877,JNE3405,kurta,S,1
77878,BTM039,Bottom,L,1
77879,SET058,Set,L,1
77880,SET183,Set,XL,1
77881,J0134,Set,S,1
77882,J0130,Set,S,1
77883,J0353,kurta,XL,1
77884,MEN5002,kurta,M,1
77885,J0349,Set,L,1
77886,J0401,Western Dress,XS,1
77887,SET144,Set,XS,1
77888,JNE3567,kurta,XS,1
77889,JNE3784,kurta,XL,1
77890,JNE3707,Western Dress,L,1
77891,JNE3399,kurta,L,1
77892,JNE3405,kurta,S,1
77893,PJNE2100,kurta,6XL,1
77894,PJNE3399,kurta,6XL,1
77895,JNE3791,Ethnic Dress,XL,1
77896,J0230,Set,S,1
77897,JNE3652,Top,XL,1
77898,JNE3782,kurta,XL,1
77899,SET345,Set,XXL,1
77900,SET389,Set,XL,1
77901,JNE3721,kurta,L,1
77902,J0003,Set,XS,1
77903,J0401,Western Dress,3XL,1
77904,JNE3721,kurta,L,0
77905,JNE3437,kurta,XL,1
77906,SET200,Set,3XL,1
77907,SET328,Set,M,1
77908,JNE3763,kurta,XS,1
77909,SET413,Set,L,1
77910,JNE3801,kurta,XL,1
77911,JNE3680,Top,XXL,1
77912,SET293,Set,XS,1
77913,SET357,Set,XXL,1
77914,JNE3781,kurta,L,1
77915,JNE3784,kurta,L,1
77916,J0010,Set,L,1
77917,JNE3405,kurta,S,1
77918,J0377,Set,L,1
77919,SET291,Set,L,1
77920,SET291,Set,3XL,0
77921,JNE3771,kurta,M,1
77922,JNE3905,Western Dress,3XL,1
77923,JNE3865,Top,3XL,1
77924,JNE3721,kurta,M,1
77925,J0342,Top,XS,1
77926,JNE3736,kurta,M,1
77927,MEN5023,kurta,XL,1
77928,SET345,Set,XL,1
77929,SET374,Set,M,1
77930,JNE3721,kurta,XS,1
77931,SET375,Set,L,1
77932,J0376,Set,S,1
77933,JNE3518,kurta,XL,1
77934,J0401,Western Dress,XXL,1
77935,JNE3865,Top,XS,1
77936,SET377,Set,XS,0
77937,JNE3405,kurta,3XL,1
77938,SET375,Set,S,1
77939,SET184,Set,XL,1
77940,SET397,Set,M,1
77941,SET344,Set,XL,1
77942,JNE3613,kurta,XL,1
77943,J0230,Set,M,1
77944,SET325,Set,L,1
77945,JNE3619,kurta,L,1
77946,SET203,Set,XL,1
77947,JNE3764,kurta,L,1
77948,J0181,Top,M,1
77949,SET383,Set,3XL,1
77950,JNE3797,Western Dress,L,1
77951,J0111,Top,3XL,1
77952,SET389,Set,XL,1
77953,J0230,Set,M,0
77954,J0337,Top,M,1
77955,SET277,Set,M,1
77956,J0233,Set,L,1
77957,MEN5003,kurta,XXL,1
77958,J0379,Set,XL,1
77959,SET397,Set,XXL,1
77960,JNE3797,Western Dress,M,1
77961,J0231,Set,XL,1
77962,J0016,Western Dress,XS,1
77963,SET279,Set,XS,1
77964,J0230,Set,M,1
77965,J0092,Set,3XL,1
77966,J0341,Western Dress,XL,1
77967,JNE3797,Western Dress,M,1
77968,JNE3798,Western Dress,3XL,1
77969,JNE3749,kurta,XS,1
77970,SET269,Set,XS,1
77971,SET290,Set,M,1
77972,JNE3838,kurta,XL,1
77973,NW013,Set,M,1
77974,JNE3722,kurta,XL,0
77975,J0005,Western Dress,XL,1
77976,JNE3798,Western Dress,M,1
77977,JNE3741,kurta,M,1
77978,J0301,Top,3XL,1
77979,JNE3634,kurta,M,1
77980,JNE3654,Top,M,0
77981,JNE3618,kurta,L,1
77982,SET324,Set,M,1
77983,JNE3405,kurta,S,1
77984,SET377,Set,XS,1
77985,JNE3484,kurta,XXL,0
77986,J0095,Set,M,1
77987,SET400,Set,XXL,1
77988,SET389,Set,XL,0
77989,SET044,Set,XXL,1
77990,J0119,Top,XXL,1
77991,SET356,Set,XL,1
77992,SET183,Set,M,1
77993,JNE3567,kurta,L,1
77994,SET172,Set,XL,1
77995,J0379,Set,S,1
77996,J0119,Top,XXL,1
77997,JNE3366,kurta,3XL,1
77998,MEN5026,kurta,3XL,1
77999,JNE3800,Western Dress,S,1
78000,JNE3778,kurta,XS,1
78001,JNE3792,kurta,XS,1
